Slow-Time Signal [I]_x,Slow-Time Signal [I]_y,Slow-Time Signal [Q]_x,Slow-Time Signal [Q]_y,Envelop_x,Envelop_y,Wrapped Angle_x,Wrapped Angle_y,Phase Unwrap_x,Phase Unwrap_y,Breathing_x,Breathing_y,Heart_x,Heart_y
97.9535140991,-0.0013288648,97.9535140991,0.0001724060,97.9535140991,0.0013400021,97.9535140991,172.6077753116,97.9535140991,-5587.3922246884,97.9535140991,-0.6583309649,97.9535140991,4.7971810491
97.9987401962,-0.0014130022,97.9987401962,0.0002049831,97.9987401962,0.0014277932,97.9987401962,171.7457279202,97.9987401962,-5588.2542720798,97.9987401962,-0.3476079881,97.9987401962,5.4236179524
98.0434806347,-0.0012447563,98.0434806347,0.0004238048,98.0434806347,0.0013149254,98.0434806347,161.1977250527,98.0434806347,-5598.8022749473,98.0434806347,-0.0189569756,98.0434806347,4.3167965849
98.1034481525,-0.0008398464,98.1034481525,0.0004922029,98.1034481525,0.0009734504,98.1034481525,149.6270108898,98.1034481525,-5610.3729891102,98.1034481525,0.2917583448,98.1034481525,2.7297630386
98.1484720707,-0.0005393931,98.1484720707,0.0001196870,98.1484720707,0.0005525124,98.1484720707,167.4892244342,98.1484720707,-5592.5107755658,98.1484720707,0.5501319935,98.1484720707,2.4385569554
98.1933121681,-0.0006151657,98.1933121681,-0.0001744998,98.1933121681,0.0006394365,98.1933121681,-164.1633169898,98.1933121681,-5564.1633169898,98.1933121681,0.7281458658,98.1933121681,3.7714569203
98.2532584667,-0.0007640347,98.2532584667,-0.0004320027,98.2532584667,0.0008777103,98.2532584667,-150.5151877292,98.2532584667,-5550.5151877292,98.2532584667,0.8103285109,98.2532584667,5.5478669972
98.2981519699,-0.0010368680,98.2981519699,-0.0006469565,98.2981519699,0.001222149,98.2981519699,-148.0377905253,98.2981519699,-5548.0377905253,98.2981519699,0.7950577507,98.2981519699,6.3304384034
98.3432140350,-0.0014380735,98.3432140350,-0.0005665680,98.3432140350,0.0015456567,98.3432140350,-158.4966957293,98.3432140350,-5558.4966957293,98.3432140350,0.6954475181,98.3432140350,4.6427822925
98.4036800861,-0.0017444715,98.4036800861,-0.0002944739,98.4036800861,0.0017691512,98.4036800861,-170.4185648244,98.4036800861,-5570.4185648244,98.4036800861,0.5364379443,98.4036800861,-0.0021500183
98.4490427971,-0.0018018913,98.4490427971,0.0000644506,98.4490427971,0.0018030435,98.4490427971,177.9515004989,98.4490427971,-5582.0484995011,98.4490427971,0.3492227907,98.4490427971,-6.8015550195
98.4942796230,-0.0016763879,98.4942796230,0.0003200337,98.4942796230,0.0017066628,98.4942796230,169.1919015689,98.4942796230,-5590.8080984311,98.4942796230,0.1686072147,98.4942796230,-13.3969364189
98.5551066399,-0.0014632767,98.5551066399,0.0004136041,98.5551066399,0.0015206075,98.5551066399,164.2167321272,98.5551066399,-5595.7832678728,98.5551066399,0.0243468548,98.5551066399,-16.6755480573
